#V3.30.08.02-trans;_2017_09_26;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
#_user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Sep 26 16:18:20 2017
#_Number_of_datafiles: 1
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version: 
#C file write time: 2015-04-27 21:23:15
#_observed data: 
#V3.30.08.02-trans;_2017_09_26;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
1876 #_StartYr
2014 #_EndYr
1 #_Nseas
 12 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
40 #_Nages=accumulator age
1 #_Nareas
7 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type timing area units need_catch_mult fleetname
 1 0.16 1 1 0 WinterN  # 1
 1 0.67 1 1 0 SummerN  # 2
 1 0.16 1 1 0 WinterS  # 3
 1 0.67 1 1 0 SummerS  # 4
 3 0.73 1 2 0 TriEarly  # 5
 3 0.67 1 2 0 TriLate  # 6
 3 0.67 1 2 0 NWFSC  # 7
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
 2004 2.92 1 3 2 3 -1 -1 8 0 0 0 0.521983 7.82975 8.53368 6.28765 12.5514 8.01169 2.08793 1.56595 0.521983 1.04397 0 0.521983 0.521983 0 0 0 0.498861 0.498861 15.6386 15.3364 8.8284 6.00912 2.34321 0.846626 0 0 0 0 0 0 0
 2007 2.92 1 3 2 2 -1 -1 4 0 0 0 0 0.921841 7.32078 11.8491 12.663 5.45013 6.29106 0.921841 3.63342 0.0269709 0.0269709 0 0 0.89487 0 0 0 0 1.38773 11.1018 15.265 9.71409 2.77545 6.93864 2.77545 0 0 0 0.0418254 0 0
 2008 2.92 1 3 2 2 -1 -1 4 0 0 0 0 1.42102 1.83575 8.91594 9.56819 9.75105 5.30698 8.53686 2.40876 1.12773 1.12773 0 0 0 0 0 0 0 3.7021 7.78102 5.67041 15.7929 9.65141 0 1.96831 3.46552 0 0 0 1.96831 0
 2009 2.92 1 3 2 2 -1 -1 28 0 0 0 0.256628 1.95782 7.40977 8.392 12.6491 7.42901 4.98352 3.3651 1.2898 1.38166 0.365922 0.263011 0.256628 0 0 0 0 1.57732 6.28198 11.4876 13.61 7.56557 4.92824 3.506 0.331493 0.484034 0 0.227731 0 0 0
 2010 2.92 1 3 2 2 -1 -1 21 0 0 0 0 1.46255 6.51845 15.9392 10.9691 7.5638 3.98775 1.42828 0.731276 0.668241 0 0.365638 0 0.365638 0 0 0 3.37986 6.08374 13.5194 8.74548 7.20261 4.07703 1.93258 2.04912 1.69018 0.76053 0.559435 0 0 0
 2011 2.92 1 3 2 2 -1 -1 11 0 0 0 0 2.84459 14.223 5.9088 7.11148 8.53378 4.26689 1.4223 4.26689 0 0 1.4223 0 0 0 0 0 0 3.12881 16.9177 12.8032 4.51878 5.50448 1.62255 1.73883 3.01252 0.753129 0 0 0 0
 2012 2.92 1 3 2 2 -1 -1 30 0 0 0 0 0 7 14 10 6 6 3 0.5 1 1 0.5 0 1 0 0 0 0 3.7234 16.7553 15.1596 6.11702 3.19149 3.45745 1.06383 0.531915 0 0 0 0 0
 2013 2.92 1 3 2 2 -1 -1 33 0 0 0 0.939195 0.469598 11.3618 15.4236 9.66949 5.16557 2.27482 2.34799 0.939195 0 0.469598 0.939195 0 0 0 0 0 1.32763 6.12958 12.24 18.411 7.46057 2.68111 1.0621 0.198302 0.0258534 0.198302 0.265526 0 0 0
 2014 2.92 1 3 2 2 -1 -1 44 0 0 0 0.189769 2.46699 7.40098 10.2475 14.6122 7.11227 3.60561 3.0363 0.569306 0.189769 0.379537 0.189769 0 0 0 0 0 0.381546 4.06983 8.51034 13.2106 13.4759 4.63943 2.47734 1.01746 1.26639 0.31524 0.254364 0.254364 0 0.127182
 1966 9.04 2 3 2 8 -1 -1 32 0 0 0 0 1.1839 9.41372 12.9933 9.13736 5.61643 4.6292 3.30968 1.37266 1.03645 0.609259 0.312148 0.0966709 0.289236 0 0 0 0.0684459 1.27405 12.9354 15.0866 8.90655 5.64232 3.28333 1.17989 0.713573 0.41708 0.284512 0.208268 0 0
 1967 9.04 2 3 2 8 -1 -1 39 0 0 0 0.525357 2.39279 8.42071 14.8098 9.40774 5.39048 3.8055 2.11639 1.67326 0.642648 0.543409 0.112095 0.0865933 0.0732431 0 0 0.052969 0.350369 3.60679 13.9286 16.9861 8.20238 3.40646 1.88373 0.973645 0.434069 0.174906 0 0 0 0
 1968 9.04 2 3 2 8 -1 -1 41 0 0 0 0.203375 2.06536 4.92783 11.1285 14.0355 7.25162 4.0062 2.44028 1.82438 0.983197 0.811294 0.147894 0.132263 0.0422214 0 0 0 0.50371 2.67364 7.12601 16.2762 13.6533 5.61737 2.038 1.16485 0.579362 0.165563 0.113494 0.0526273 0.0359358 0
 1969 9.04 2 3 2 8 -1 -1 48 0 0 0 0.387303 4.38267 8.20011 7.44906 11.0823 8.95596 4.69671 2.33612 1.3432 0.395302 0.488948 0.153748 0.0953389 0.0332385 0 0 0.120906 1.23642 5.56055 10.8611 10.9319 11.338 6.10083 2.79353 0.649822 0.225818 0.0603796 0.0603796 0 0.0603796 0
 1970 9.04 2 3 2 8 -1 -1 48 0 0 0 0.10608 2.95172 7.25665 10.4576 8.27525 7.93984 7.56545 2.77086 1.10967 0.881295 0.292413 0.24386 0.0547156 0.0946429 0 0 0 0.268676 5.37456 10.7414 11.8622 10.2888 7.34515 2.36957 1.1213 0.469107 0.0991962 0.0600028 0 0 0
 1971 9.04 2 3 2 8 -1 -1 5 0 0 0.185103 3.5667 16.6006 7.67381 6.98624 2.37678 3.696 5.23071 1.4336 1.44947 0.322336 0.478642 0 0 0 0 0 0 3.66152 15.7998 9.26475 8.5833 4.30924 4.6102 2.52212 0.836314 0.206358 0.206358 0 0 0 0
 1972 9.04 2 3 2 8 -1 -1 16 0 0 0.427091 4.59833 7.79975 12.6795 8.28521 5.43195 3.54914 2.49381 2.11749 1.17151 0.730931 0.311765 0.167538 0.118008 0.118008 0 0 0.0554053 3.95202 10.3463 15.4754 8.84209 4.7946 2.51736 1.99649 1.38893 0.465778 0.110811 0.0548409 0 0 0
 1973 9.04 2 3 2 8 -1 -1 14 0 0 0.347022 2.92645 8.59281 7.47297 9.4782 6.43893 3.71748 3.55353 1.76894 2.36866 1.0737 0.989429 0.480906 0.371049 0.419918 0 0 0.276302 1.79009 7.22313 12.1026 11.3831 7.25518 3.79586 1.84268 1.7778 1.15043 0.82929 0.175693 0.178463 0.0711444 0.148214
 1974 9.04 2 3 2 8 -1 -1 12 0 0 0.337898 2.28516 2.19971 7.55455 9.46577 8.57382 5.1328 3.879 3.77863 1.7414 1.54844 1.66959 0.362069 0.632423 0.83873 0 0 0 2.1887 3.0795 9.71862 9.71338 10.6258 6.63374 2.84517 1.82298 1.87311 1.1576 0.132148 0.141275 0 0.0679585
 1975 9.04 2 3 2 8 -1 -1 10 0 0 0.362788 1.11092 8.22539 10.7221 10.3893 8.05265 5.91658 2.52074 1.25212 0.695716 0.50328 0.166268 0.0821307 0 0 0 0 0.130007 2.1635 11.699 12.5651 12.9257 7.4632 2.26872 0.522965 0 0.0715887 0.190278 0 0 0 0
 1977 9.04 2 3 2 8 -1 -1 18 0 0 0.305746 2.83506 10.0697 11.8792 10.6752 5.37863 4.29702 1.9893 1.68016 0.317522 0.370389 0.0276503 0.174395 0 0 0 0 0.358842 1.89266 12.8093 14.7656 10.8145 5.7377 2.14274 0.930554 0.270656 0.277485 0 0 0 0 0
 1978 9.04 2 3 2 8 -1 -1 14 0 0 0.393005 4.56024 4.31121 7.77663 12.2924 8.78909 4.72127 3.30188 1.23515 1.35492 0.586173 0.289866 0.204536 0.0822189 0.10142 0 0 0.0587083 3.17467 3.8249 11.7341 14.3986 7.82593 4.90179 2.36438 0.854434 0.277725 0.119947 0.31259 0.0974 0 0.0548561
 1979 9.04 2 3 2 8 -1 -1 18 0 0 0.527199 4.04589 9.55113 8.94606 7.99207 4.63586 4.20568 3.00968 2.1345 1.26292 1.52004 0.761461 0.575591 0.164786 0.667132 0 0 1.17505 2.59944 11.203 11.2113 9.30641 7.09798 3.70644 1.94117 0.959441 0.288287 0.156489 0.21474 0.140299 0 0
 1980 9.04 2 3 2 8 -1 -1 22 0.251598 0 0.518531 6.33714 7.41991 11.1008 6.61035 5.45281 2.99041 2.72119 1.68451 1.90208 1.31935 0.70579 0.531873 0.150421 0.303281 0 0 0.115664 4.90578 8.1628 12.6322 9.322 5.89236 3.21974 1.91549 1.06649 1.59309 0.353002 0.378677 0.224117 0.145064 0.0735464
 1981 9.04 2 3 2 4 -1 -1 37 0 0 2.08686 5.09579 12.1003 10.2452 7.89471 3.9677 2.46301 1.3561 1.22006 0.792069 0.953897 0.413164 0.440731 0.295219 0.67518 0 0.145773 3.06229 3.71734 14.9363 11.0837 5.78007 3.60903 2.53905 1.04275 1.05176 0.788943 0.652592 0.352847 0.168651 0.226348 0.842566
 1982 9.04 2 3 2 4 -1 -1 16 0 0 0.129264 4.69989 10.6343 14.4175 6.29263 4.8968 2.77957 1.79309 0.867469 0.89747 0.345179 0.58929 0.381611 0.306295 0.969562 0 0.167813 2.64478 7.79054 14.3457 13.8385 4.21823 1.91933 1.30237 0.829792 0.626574 0.159755 0.337473 0 0.301421 0 1.5177
 1983 9.04 2 3 2 4 -1 -1 1 0 0 0 4.54545 0 9.09091 0 13.6364 18.1818 4.54545 0 0 0 0 0 0 0 0 0 1.78571 11.3095 17.2619 7.73809 5.95238 2.97619 1.78571 0 0 0.595238 0.595238 0 0 0 0
 1985 9.04 2 3 2 2 -1 -1 5 0 0 0.352378 5.53957 7.95666 16.6536 5.26247 3.67995 2.43235 2.09965 1.41333 1.47752 0.647728 0.77611 0.0910311 0.337284 1.28037 0 0.421761 1.54947 3.87835 11.606 20.8313 6.39713 2.31366 0 0.960756 0.179109 0.183049 0 0.179109 0.358219 0 1.14214
 1986 9.04 2 3 2 2 -1 -1 9 0 0 0.405663 8.03398 11.1269 8.80216 9.99684 5.16951 2.79041 1.46731 0.825322 0.0638215 0.32435 0 0.0319107 0.175932 0.785935 0 0 0 5.50106 12.1384 15.3615 8.30948 4.47748 1.36657 0.449542 0 1.72177 0 0 0.0400147 0.128816 0.505326
 1987 9.04 2 3 2 4 -1 -1 16 0 0 1.24246 8.90808 13.2343 12.4971 7.69033 4.91025 0.92461 0.527839 0.0324958 0.0324958 0 0 0 0 0 0 0 0.555844 13.8859 17.4097 13.4016 2.72439 1.89927 0.0847195 0 0.0386697 0 0 0 0 0 0
 1988 9.04 2 3 2 4 -1 -1 8 0 0 1.76596 10.1239 17.4363 11.2365 7.34729 0.501514 1.08697 0.323989 0 0 0.0981157 0 0 0 0.0794085 0 0 1.60573 12.6546 26.2958 7.56368 1.46193 0.418195 0 0 0 0 0 0 0 0 0
 1989 9.04 2 3 2 2 -1 -1 12 0 0 0 2.93598 14.4255 18.2375 7.12962 2.84702 1.8601 1.17037 0.304128 0.563106 0.280706 0.107923 0 0.0690433 0.0690433 0 0 0 5.90934 11.3118 24.074 5.1949 1.8993 0.345199 0.639422 0.264012 0 0 0.264012 0 0 0.0979949
 1990 9.04 2 3 2 2 -1 -1 11 0 0 1.63837 4.42475 10.3171 18.5943 10.4386 2.47046 1.27488 0.458299 0.383271 0 0 0 0 0 0 0 0 0.933855 3.83047 16.1563 15.7337 6.64347 4.69361 1.41158 0.597067 0 0 0 0 0 0 0
 1991 9.04 2 3 2 4 -1 -1 7 0 0 0 3.63342 10.1894 10.2493 12.5221 10.8822 1.48745 0.330433 0 0 0 0 0 0.705625 0 0 0 3.17978 8.01721 16.9573 9.66655 8.53838 2.60602 1.03481 0 0 0 0 0 0 0 0
 1992 9.04 2 3 2 4 -1 -1 11 0 0 2.32742 7.37333 8.10583 10.6411 6.78062 8.97895 3.34556 1.69667 0.296378 0.360084 0 0.0940904 0 0 0 0 0.554245 2.29283 6.7396 14.5441 11.7035 5.77059 5.60266 1.91923 0.699991 0 0 0.173291 0 0 0 0
 1993 9.04 2 3 2 4 -1 -1 8 0 0 0.143004 4.11512 13.5315 12.3902 5.93876 7.10978 4.47516 0.700711 0 1.5958 0 0 0 0 0 0 0 0 5.57016 21.8095 15.1147 6.43497 1.07061 0 0 0 0 0 0 0 0 0
 1994 9.04 2 3 2 4 -1 -1 9 0 0 0.650788 6.96349 13.7281 16.335 5.63115 4.04864 0.73516 0.739144 0.634298 0.534146 0 0 0 0 0 0 0 1.79095 11.334 17.9247 12.6179 4.68819 0.230394 0.69721 0.113669 0 0 0 0.602988 0 0 0
 1995 9.04 2 3 2 4 -1 -1 2 0 0 2.19092 1.54538 12.2457 13.1455 9.01798 8.11815 3.09075 0 0.645549 0 0 0 0 0 0 0 0 0 3.45191 16.2134 11.0356 11.7154 1.72595 5.85771 0 0 0 0 0 0 0 0
 1996 9.04 2 3 2 4 -1 -1 4 0 0 0.384883 3.64958 14.142 8.98388 10.9383 7.34981 3.3727 0.192441 0 0.986381 0 0 0 0 0 0 0.976016 0 4.64268 13.9801 14.9025 4.16384 10.9647 0 0 0 0 0.370079 0 0 0 0
 1997 9.04 2 3 2 4 -1 -1 11 0 0 0.35462 8.54261 7.54108 8.54096 10.3754 8.20581 3.9191 0.954522 0.603249 0.69693 0.206043 0.0596514 0 0 0 0 0 2.65641 14.4262 14.1269 8.33273 6.69366 2.9099 0.330271 0.350799 0.173125 0 0 0 0 0 0
 1998 9.04 2 3 2 2 -1 -1 6 0 0 0.576621 3.21597 12.0955 4.51458 6.40448 9.19184 5.56063 5.41794 1.66134 0.236831 0 0 0 1.12427 0 0 0 0 5.97941 15.402 10.8072 8.96875 6.78616 1.52939 0 0.527137 0 0 0 0 0 0
 1998 9.04 2 3 2 4 -1 -1 5 0 0 0 3.37124 10.8605 8.21955 9.65637 5.14835 5.36162 3.33815 2.23394 1.13206 0.678236 0 0 0 0 0 0 0.345912 3.20379 22.3046 7.3858 10.5739 3.83553 1.42894 0 0.921485 0 0 0 0 0 0
 1999 9.04 2 3 2 2 -1 -1 4 0 0 1.6157 1.9329 15.996 16.0194 6.25309 3.92676 3.87255 0.383524 0 0 0 0 0 0 0 0 0.151903 0 6.74795 31.7424 9.62202 1.25842 0.299204 0 0.178103 0 0 0 0 0 0 0
 2001 9.04 2 3 2 2 -1 -1 1 0 0 0 0 0 5 15 0 5 0 10 15 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0
 2002 9.04 2 3 2 2 -1 -1 10 0 0 0 4.67022 12.3056 11.8522 11.798 5.38382 2.58523 0.254555 0.475024 0.254555 0.420798 0 0 0 0 0 0 0 5.73601 17.4429 9.36752 9.09341 6.57029 1.78983 0 0 0 0 0 0 0 0
 2003 9.04 2 3 2 2 -1 -1 7 0 0 0 6.11797 20.4685 7.53874 5.89223 6.68959 2.63441 0.658603 0 0 0 0 0 0 0 0 0 0.466385 5.59662 23.4659 13.1321 3.26469 3.06817 0.539725 0.466385 0 0 0 0 0 0 0
 2004 9.04 2 3 2 2 -1 -1 6 0 0 0 2.3362 10.3537 20.0533 7.30973 2.79653 3.73447 2.63733 0.389367 0.389367 0 0 0 0 0 0 0 0 4.0171 19.2035 21.6702 3.55888 0.775166 0.775166 0 0 0 0 0 0 0 0
 2007 9.04 2 3 2 2 -1 -1 8 0 0 0 3.11946 3.3177 7.72261 10.4359 8.97879 8.3539 3.08957 1.59383 2.14238 1.15324 0 0.0120465 0 0.0805758 0 0 0 0 8.41106 2.6336 10.3016 7.05727 10.9524 4.62722 4.62043 1.3964 0 0 0 0 0
 2008 9.04 2 3 2 2 -1 -1 9 0 0 0 1.19004 6.08305 10.8505 8.46496 9.65863 5.29151 5.15685 1.85058 0.660538 0.793361 0 0 0 0 0 0 0 3.4767 9.27272 7.4501 8.1131 12.4169 4.47007 4.30376 0 0 0 0.496672 0 0 0
 2009 9.04 2 3 2 2 -1 -1 31 0 0 0.358814 0.584943 7.34072 7.7154 12.3348 6.38977 4.38038 6.12048 1.43547 1.8557 0.456195 0.515753 0.380722 0.130821 0 0 0 0 2.39427 11.0138 7.74413 9.97378 8.21209 3.35198 3.47147 1.56652 2.27195 0 0 0 0 0
 2010 9.04 2 3 2 2 -1 -1 30 0 0 0 1.92328 11.3337 11.4052 11.2652 5.45101 4.02808 1.66372 0.826841 1.36397 0.259922 0.0927271 0.306998 0 0.0793541 0 0 0.495949 2.23861 9.76524 8.9739 10.7442 5.51302 7.54634 3.13064 1.04355 0.0268452 0.521773 0 0 0 0
 2011 9.04 2 3 2 2 -1 -1 31 0 0 0 1.86912 3.76101 10.9789 12.5139 11.5964 3.76101 2.19392 1.63048 0.356114 0.313417 0.0640444 0.313417 0.0213481 0.626835 0 0 0 1.22594 8.56671 13.8609 12.1377 7.11345 2.39104 2.45187 0.408645 0.408645 0.408645 0.181325 0 0.408645 0.43648
 2012 9.04 2 3 2 2 -1 -1 29 0 0 0 2.16807 6.50422 13.4102 14.1127 5.01338 3.75917 2.52942 1.27701 0.37498 0.0404453 0.422013 0.368162 0 0.0202227 0 0 0 1.54915 6.19659 21.374 10.2835 4.55001 2.50158 1.94459 0.817923 0.408962 0 0.0216745 0.352091 0 0
 2013 9.04 2 3 2 2 -1 -1 36 0 0 0 1.58979 7.12444 13.6741 12.5944 7.92524 2.16678 2.03713 0.953872 0 0.447343 0.953872 0.533035 0 0 0 0 0 0.944423 5.75284 15.1814 15.0952 7.21221 2.34456 1.83025 0.629615 0.536394 0.314808 0.158339 0 0 0
 2014 9.04 2 3 2 2 -1 -1 17 0 0 0 0 2.02703 8.78378 12.1622 14.1892 4.72973 5.40541 2.02703 0.675676 0 0 0 0 0 0 0 0 0 1.04167 8.33333 12.7604 13.2813 7.29167 3.125 1.5625 1.04167 0.520833 0.520833 0.260417 0.260417 0
 1966 2.92 3 3 2 8 -1 -1 8 0 0 0 1.30916 18.0646 9.24571 8.20134 4.22266 4.89584 1.50149 0.326849 1.32348 0.493517 0.246614 0.168776 0 0 0 0 1.98653 5.95959 27.3626 8.10837 5.19522 1.38769 0 0 0 0 0 0 0 0 0
 1967 2.92 3 3 2 8 -1 -1 13 0 0 0 4.56875 11.4847 14.7663 6.2142 6.28992 3.34517 2.44205 0.423893 0.211946 0.253034 0 0 0 0 0 0 2.29739 9.69932 26.3058 7.37931 3.20863 0.357306 0.75227 0 0 0 0 0 0 0 0
 1969 2.92 3 3 2 8 -1 -1 8 0 0 1.89186 4.99067 5.79332 7.06803 9.57378 3.13873 5.74151 1.3565 4.82641 2.94828 0.479803 1.8379 0.0536093 0.1047 0.194898 0 0 3.88852 5.79217 6.12068 13.315 9.62715 3.72252 3.72252 3.81148 0 0 0 0 0 0 0
 1970 2.92 3 3 2 8 -1 -1 10 0 0 7.41908 13.09 14.9337 9.41025 3.1658 0.914295 0.660063 0.0542214 0 0.0923848 0.0381633 0.0763267 0.14579 0 0 0 0 9.60467 25.2685 11.2582 2.71272 0.555096 0.555096 0 0 0 0 0 0 0.0457384 0 0
 1971 2.92 3 3 2 8 -1 -1 6 0 0 1.46022 15.7107 16.2532 7.48013 4.02604 2.36306 1.29726 0.577914 0 0.365687 0 0 0.465789 0 0 0 0 1.67485 13.9101 20.1614 6.9146 1.1191 2.07334 0 2.07334 0 2.07334 0 0 0 0 0
 1972 2.92 3 3 2 8 -1 -1 23 0 0 0.0279205 1.90652 5.4986 14.9153 7.33885 7.08248 2.57381 3.77907 1.68275 2.00958 1.66005 1.09015 0.303712 0.0104312 0.120795 0 0 1.38669 9.61154 14.2013 14.5271 5.8808 1.33437 2.57577 0.170409 0.170409 0.14166 0 0 0 0 0
 1973 2.92 3 3 2 8 -1 -1 12 0 0 0.14469 2.79073 4.24606 23.1351 8.68075 5.00724 2.93174 1.50465 0.772752 0.14469 0.301247 0.340308 0 0 0 0 0 0 9.87294 16.9806 14.0099 6.66796 1.42175 0 1.04686 0 0 0 0 0 0 0
 1974 2.92 3 3 2 8 -1 -1 29 0 0.124598 1.36847 4.53969 5.89191 6.73243 11.5189 8.15225 4.15263 3.33695 1.19626 1.55881 0.0101939 0.729881 0.33279 0.283239 0.0709728 0 0 4.6342 5.16438 10.1062 10.4878 8.41076 6.26814 1.78205 1.10474 0.465278 0.868902 0.235843 0.235843 0 0.235843 0
 1975 2.92 3 3 2 8 -1 -1 9 0 0 6.30857 24.0409 11.3516 3.14788 0.558729 1.24838 1.29275 1.10267 0.754359 0.0647093 0 0 0 0.0647093 0.0647093 0 1.09782 12.7511 27.2009 7.6999 0 0 0.782412 0 0 0 0.467823 0 0 0 0 0
 1976 2.92 3 3 2 8 -1 -1 12 0 0 0.970274 5.29037 6.25134 7.17322 9.66758 4.85137 5.06086 4.15975 0.631588 2.67688 1.45541 1.70661 0 0 0.104747 0 0 0.351872 5.98793 12.1899 16.6097 8.83913 3.84274 1.60438 0 0.5743 0 0 0 0 0 0
 1977 2.92 3 3 2 8 -1 -1 8 0 0 0.578852 1.94684 4.76705 7.38355 8.97048 7.60374 7.92762 4.44509 3.39158 1.1577 0 0.578852 0.334903 0.913755 0 0 0 0 5.829 13.7361 13.7928 5.09202 6.90887 2.34079 0.843112 1.45725 0 0 0 0 0 0
 1978 2.92 3 3 2 8 -1 -1 9 0 0 7.53177 8.97147 4.40491 9.84772 9.31849 6.32507 1.32878 0.630929 1.24569 0.0797101 0.315465 0 0 0 0 0 0 2.45798 9.68765 11.6807 11.8344 9.87677 3.21904 0.81192 0.431522 0 0 0 0 0 0 0
 1979 2.92 3 3 2 8 -1 -1 5 0 0 2.16197 2.19914 4.21482 5.3604 11.0814 9.13701 6.36666 4.1057 2.56224 1.04659 1.76409 0 0 0 0 0 0.809833 7.33026 3.88832 4.93824 11.856 10.0268 5.97838 5.1721 0 0 0 0 0 0 0 0
 1980 2.92 3 3 2 8 -1 -1 6 0 1.09431 8.20731 20.4659 11.5716 4.30699 1.52494 1.88598 0.395834 0.547154 0 0 0 0 0 0 0 0 0 4.27103 16.334 23.4208 5.20171 0.772461 0 0 0 0 0 0 0 0 0 0
 1981 2.92 3 3 2 8 -1 -1 18 0 3.07933 8.10517 12.6422 6.27467 5.20653 5.09363 2.42045 2.13391 0.602245 1.04582 1.46168 0.877264 0.40496 0.40496 0.187705 0.0594627 0 3.6027 9.76681 10.4407 13.7286 8.94974 2.54541 0.888767 0 0 0.077306 0 0 0 0 0 0
 1982 2.92 3 3 2 8 -1 -1 1 0 0 2.63158 7.89474 15.7895 15.7895 5.26316 2.63158 0 0 0 0 0 0 0 0 0 0 0 8.33333 8.33333 25 0 8.33333 0 0 0 0 0 0 0 0 0 0
 1983 2.92 3 3 2 8 -1 -1 12 0 0 4.64487 5.05375 9.23281 10.9547 8.34315 4.12175 3.28834 0.965348 0.863568 0.818544 0.867396 0 0.552147 0.146804 0.146804 0 0.995845 6.24993 17.0835 12.9206 7.19359 2.17029 2.70969 0.178603 0.497922 0 0 0 0 0 0 0
 1984 2.92 3 3 2 8 -1 -1 6 0 0 0 1.04914 4.98478 12.6017 8.81201 7.14412 6.27945 3.86962 1.04038 3.12114 1.04038 0 0 0.0572598 0 0 0 0 13.2793 22.425 10.5439 2.99524 0.756597 0 0 0 0 0 0 0 0 0
 1985 2.92 3 3 2 8 -1 -1 2 0 0 0 3.84615 34.6154 11.5385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.5135 27.027 8.10811 1.35135 0 0 0 0 0 0 0 0 0 0
 1986 2.92 3 3 2 2 -1 -1 4 0 0 0 2.6572 15.6839 13.2136 5.75703 1.37106 2.68325 2.01413 5.30763 1.31219 0 0 0 0 0 0 0 0 0.605738 12.524 7.73149 9.10294 7.51815 2.52748 5.52188 3.47016 0.998134 0 0 0 0 0
 1987 2.92 3 3 2 2 -1 -1 10 0 0 0 5.74546 14.0559 10.3085 6.64293 3.67835 5.47094 0.979404 0.923009 0 0.144816 0 0 0 2.05063 0 0 0.0375503 14.8535 13.6315 11.4593 5.45285 2.66811 0.692973 0.537756 0 0.575307 0 0 0 0 0.0911546
 1988 2.92 3 3 2 2 -1 -1 5 0 0 9.15702 6.47099 7.44743 9.5081 8.30684 0.630826 2.86345 1.77545 0.859413 0.630826 0.859413 0 0.630826 0 0.859413 0 0 3.19671 9.59014 11.1911 6.39605 6.99346 6.19429 3.39848 1.99926 0 0.440442 0 0 0.600041 0 0
 1989 2.92 3 3 2 2 -1 -1 2 0 0 5.2209 18.763 12.2551 5.29389 5.29389 0.453324 1.8133 0 0.453324 0 0.453324 0 0 0 0 0 0 0 35.9524 4.68255 0 4.68255 0 0 4.68255 0 0 0 0 0 0 0
 1990 2.92 3 3 2 2 -1 -1 2 0 0 0 0 2.08333 7.29167 11.4583 6.25 2.08333 5.20833 4.16667 2.08333 1.04167 2.08333 1.04167 0 5.20833 0 0 0 0 0 25 25 0 0 0 0 0 0 0 0 0 0
 1991 2.92 3 3 2 2 -1 -1 15 0 0 0.452419 3.9042 5.58978 9.24924 12.1913 7.78257 2.9379 2.61783 2.45623 0.866408 0.409372 0.928637 0 0 0.614058 0 0 0.397364 8.50041 12.1728 9.35453 13.1151 5.08864 1.05912 0 0 0 0 0 0.311988 0 0
 1992 2.92 3 3 2 2 -1 -1 1 0 0 2.5 2.5 15 2.5 15 0 2.5 10 0 0 0 0 0 0 0 0 0 3.84615 23.0769 11.5385 0 3.84615 3.84615 3.84615 0 0 0 0 0 0 0 0
 2003 2.92 3 3 2 2 -1 -1 1 0 0 0 0 5 0 15 15 0 0 5 5 0 5 0 0 0 0 0 0 1.72414 10.3448 12.069 10.3448 6.89655 5.17241 0 1.72414 1.72414 0 0 0 0 0
 2004 2.92 3 3 2 2 -1 -1 1 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2005 2.92 3 3 2 2 -1 -1 5 0 0 0 9.87503 20.3247 12.1255 6.21762 1.45719 0 0 0 0 0 0 0 0 0 0 0 0 15.0362 14.5171 15.2644 4.19693 0 0 0.985362 0 0 0 0 0 0 0
 2006 2.92 3 3 2 2 -1 -1 2 0 0 0 0 17.7636 5.26359 21.7092 5.26359 0 0 0 0 0 0 0 0 0 0 0 0 0 15.2087 22.8101 11.9812 0 0 0 0 0 0 0 0 0 0
 2008 2.92 3 3 2 2 -1 -1 7 0 0 0 5.17241 5.17241 12.069 6.89655 12.069 5.17241 1.72414 1.72414 0 0 0 0 0 0 0 0 1.3683 8.80912 8.70662 7.11357 12.362 7.11357 4.52682 0 0 0 0 0 0 0 0
 2009 2.92 3 3 2 2 -1 -1 4 0 0 0 4.16667 4.16667 4.16667 4.16667 8.33333 10.4167 12.5 2.08333 0 0 0 0 0 0 0 0 0 1.78571 7.14286 10.7143 10.7143 12.5 3.57143 1.78571 0 0 1.78571 0 0 0 0
 2012 2.92 3 3 2 2 -1 -1 10 0 0 0 1.90565 4.71513 4.71513 5.65816 10.3733 6.60119 3.77211 4.71513 2.82908 2.82908 1.88605 0 0 0 0 0 0.801559 10.3882 25.3 5.80909 2.61356 2.55079 1.812 0.362399 0 0 0 0 0 0 0.362399
